index,MAL_ID,English name,Score,Genres,sypnopsis,Episodes,Aired,Popularity,Url_image,Url_source
4114,38276,After School Dice Club,6.72,"Game, Comedy, School, Shounen","ki Takekasa is an introverted high schooler who does not socialize with her classmates. However, she wants to know what ""fun"" really is, waiting for someone who could help her understand its true meaning. One day after school, she crosses paths with her classmate Aya Takayashiki, who takes her on a little adventure. Miki discovers wonders she had never seen before, opening a way to change her withdrawn life. On their way home, Miki and Aya see their class representative Midori Oono entering Saikoro Club, a store specializing in board games. After trying out a German board game, Miki soon understands the kind of fun she had been looking for: playing various games after school along with the friends and acquaintances she makes from her newfound pleasure.",12,"Oct 3, 2019 to Dec 19, 2019",2748,https://cdn.myanimelist.net/images/anime/1035/111624.jpg,https://myanimelist.net/anime/38276/Houkago_Saikoro_Club
771,1914,Tales of Saiunkoku,8.07,"Adventure, Comedy, Drama, Fantasy, Historical, Romance","Shuurei Kou and her friend Eigetsu To, a boy prodigy of humble origins, have been appointed co-governors of the Sa province, one of the eight provinces in Saiunkoku. Together, they decide to make the province an academic research center in the hopes of bringing a long overdue prosperity to the region. However, while Shuurei goes to the capital to obtain approvals for the ambitious project, the Sa province's recently established tranquility is threatened by a pandemic that brings both death and turmoil as it begins to spread among the people. Counting on Eigetsu to monitor the situation until her return, Shuurei seeks support from her allies to find a suitable treatment. Yet, Eigetsu's past personal conflicts distract him, providing an opportunity for opponents of Shuurei's position to take advantage of the troubles and undermine her authority. Becoming a government official has been Shuurei's lifelong dream, but it is no easy task for the first woman undertaking such a position. Will she step up and overcome this great challenge or give in to the looming adversities?",39,"Apr 7, 2007 to Mar 8, 2008",2749,https://cdn.myanimelist.net/images/anime/5/73277.jpg,https://myanimelist.net/anime/1914/Saiunkoku_Monogatari_2nd_Season
4308,39811,Fairy gone Season 1 Part 2,6.39,"Action, Demons, Supernatural, Magic, Fantasy",Second season of Fairy Gone .,12,"Oct 7, 2019 to Dec 23, 2019",2756,https://cdn.myanimelist.net/images/anime/1490/102941.jpg,https://myanimelist.net/anime/39811/Fairy_Gone_2nd_Season
3982,37601,Lord of Vermilion:The Crimson King,5.35,"Action, Fantasy","Set in Tokyo, it's January 29, 2030. High-frequency resonance is observed in the vicinity of Tokyo, and the red fog rolls into the city. Those who hear the sound, humans and animals alike, pass out, losing consciousness. Everything shuts down in Tokyo, believing that the fog is carrying an unknown virus that causes an epidemic. However, six days later, after the incident, people wake up as if nothing happened. After that, Tokyo's sealed-off city sections gradually return to normal. However, since the high-frequency resonance, some ""bizarre events"" start to happen, and people find themselves being pulled deeper into more mysteries. Meanwhile, young people start to become aware of themselves and release their power hidden in their blood, discovering themselves as ""vessel of wisdom blood."" Together, being led by something unknown, they meet, communicate, and face the unavoidable circle of fate, sacrificing their own lives. (Source: MAL News)",12,"Jul 14, 2018 to Sep 29, 2018",2760,https://cdn.myanimelist.net/images/anime/1557/95053.jpg,https://myanimelist.net/anime/37601/Lord_of_Vermilion__Guren_no_Ou
3901,37154,Grimms Notes The Animation,5.99,"Action, Adventure, Magic, Fantasy","hin one's Book of Fate is their destiny. Written by the mysterious Story Tellers, these books decide every small detail of one's life. Some Story Tellers, however, choose to interfere with the stories of others rather than write their own. These malevolent beings are known as Chaos Tellers, who seek to ruin stories by overwriting the Books of Fate. Ex, Reina, Tao, and Shane were born with blank books. Ostracized by society due to this abnormality, they abandon their respective stories in search of better lives. In the vast unknown, they encounter famous fairy tale characters such as Cinderella, Momotarou, and Snow White. All the while, they work to subdue the Chaos Tellers and return peace and order to the stories.",12,"Jan 11, 2019 to Mar 29, 2019",2760,https://cdn.myanimelist.net/images/anime/1708/96962.jpg,https://myanimelist.net/anime/37154/Grimms_Notes_The_Animation
3678,35251,Sengoku Night Blood,6.1,"Historical, Romance, Fantasy","Set in the flourishing world of Jinga that was formerly a prosperous and peaceful realm, the female protagonist is deemed to be the key to bring back order and to rule this world. Chaos started when people, specifically soldiers, who have special powers like turning into a vampire and a man-wolf, called the Getsugazoku, fight for their land. These soldiers of different species would put their life on the line and fight as they follow their own thoughts and ideals. Until one day, she was called by a mysterious lady named ""Himemiko"" due to the protagonist's blood bearing a mysterious power to give strength, healing, and to awake Jingazoku's real form. This is a story of love and war that she must not miss in order to rule the world. (Source: MAL News)",12,"Oct 3, 2017 to Dec 26, 2017",2761,https://cdn.myanimelist.net/images/anime/4/88329.jpg,https://myanimelist.net/anime/35251/Sengoku_Night_Blood
505,1087,Kimagure Orange☆Road,7.55,"Comedy, Drama, Romance, School, Shounen, Slice of Life, Super Power","Fifteen-year-old Kyousuke Kasuga moves to a new city and becomes enamored by one Madoka Ayukawa, who often treats him coldly even though she seemed friendly the first time they met, when he caught her red straw hat on the stairs. Kyousuke also must try to avoid breaking the heart of the slightly childish Hikaru Hiyama, who fell in love with him after she saw him make an impossible shot with a basketball and who likes to shower him with affection. Also, just to make things interesting, Kyousuke, his sisters, his grandfather, and his cousins all have various powers (teleportation, psychokinesis, hypnosis, time travel, personality transference) which Kyousuke desperately tries to keep a secret, though some of the other family members have no such qualms against using their powers in public. (Source: ANN)",48,"Apr 6, 1987 to Mar 7, 1988",2761,https://cdn.myanimelist.net/images/anime/12/41339.jpg,https://myanimelist.net/anime/1087/Kimagure_Orange☆Road
3815,36431,One Room Second Season,6.13,Slice of Life,Second season of One Room .,12,"Jul 10, 2018 to Sep 24, 2018",2765,https://cdn.myanimelist.net/images/anime/1098/93257.jpg,https://myanimelist.net/anime/36431/One_Room_Second_Season
1364,4334,Heroman,6.84,"Action, Sci-Fi, Shounen","In California's Center City, shy but kindhearted Joseph Carter ""Joey"" Jones lives with his grandmother, working in a coffee shop. Though his family is financially burdened and he is bullied at school, he remains cheerful. A robotics enthusiast, he wants a top-of-the-line toy robot called a Heybo more than anything. One day Joey and his friend Simon ""Psy"" Kaina come across a destroyed Heybo discarded by a group of rich kids. He takes it home and repairs it himself, excitedly naming it Heroman. However, one night Heroman is struck by lightning and comes to life, growing several times its size in the process. That same night Center City is attacked by aliens called Skrugg whose attention was brought to Earth after Joey's acquaintance Professor Matthew Denton made attempts to contact them. Along with Joey, Heroman quickly heads to the scene of the attack, where he finds people in trouble, including his friend Lina Davis and her father. Using an arm-mounted controller, Joey is able to command Heroman to use superpowers to fight off the Skrugg and rescue civilians. As the aliens continue their invasion of Earth, the duo are the only ones separating humanity and destruction.",26,"Apr 1, 2010 to Sep 23, 2010",2769,https://cdn.myanimelist.net/images/anime/10/23841.jpg,https://myanimelist.net/anime/4334/Heroman
962,2602,Kenkou Zenrakei Suieibu Umishou,7.15,"Comedy, Sports, Ecchi, School, Shounen","Kaname Okiura, a student of Prefectoral Umineko Shougyou High (""Umishou"" for short), joined the school's swimming club in order to learn how to swim, but the club is filled with weirdos, let alone who can teach him swimming. Then, a sunny, happy-go-lucky girl named Amuro Ninagawa who transferred from Okinawa joined the club. Her extraordinary underwater speed and unorthodox swimming style (plus her personal habit of nude swimming—a powerful magnet to teenage boys) surprised every club member, especially Okiura, because she reminds him of a mermaid-like creature he saw only once in his early childhood. (Source: ANN)",13,"Jul 4, 2007 to Sep 26, 2007",2770,https://cdn.myanimelist.net/images/anime/7/73477.jpg,https://myanimelist.net/anime/2602/Kenkou_Zenrakei_Suieibu_Umishou
3099,30705,makuranodanshi,4.51,Slice of Life,"hispering sweet lullabies into the ears of the viewers, Makura no Danshi presents the watcher with an experience of comfort. Each short episode features a different boy who will listen to the audience and hold them when they need it. There are boys to suit all tastes: Merry is a gentle brown-haired boy; Sousuke Tanaka is a mature working man; Kanade Hanamine is a high school student who acts tough, but is frightened by mere spiders; Eiji Kijinami is a sore loser who looks like a punk, but has a tender heart; the shy Ryuushi Theodore Emori loves stargazing; Yuu Maiki is a freshman with delusions of grandeur; Haruto Enokawa is an energetic 5-year-old who refuses to sleep without a bedtime story; Nao Sasayama is a hip college student that is addicted to his smartphone; Shirusu Mochizuki is a librarian that treasures both books and book lovers; Yonaga and Yayoi Chigiri are siblings who are learning flower arrangement; and Yuuichirou Iida is a humorous old man who runs an oden stall. Though the watchers may be troubled with various issues in life, these boys will softly talk about themselves and coax the audience members into revealing their problems. All the boys have kind hearts and will make the viewers feel special and loved.",12,"Jul 14, 2015 to Sep 29, 2015",2771,https://cdn.myanimelist.net/images/anime/11/75142.jpg,https://myanimelist.net/anime/30705/Makura_no_Danshi
1811,8241,Rio - Rainbow Gate!:Reshuffle,5.89,"Game, Comedy, Ecchi","The ""Howard Resort Hotel"" is an entertainment destination where people gather from around the world to grab huge fortunes. In the casino is a beautiful female dealer named Rio Rollins, known far and wide as the ""Goddess of Victory"". In order to approach closer to her mother, one of history's greatest dealers, she does battle to gather up the legendary cards called ""gates"". Those who gather all 13 gate cards are presented with the title MVCD (Most Valuable Casino Dealer), proof that they are a top dealer. Set in a vast resort, an exciting battle begins with rival dealers that'll take your breath away! Throw in some ""supreme comedy"" and a story that makes you cry when you least expect it, these cute and sexy girls will explode off your screen! With everyone's cheer of ""Leave it to Rio!"", Lady Luck'll be with you, too!",13,"Jan 4, 2011 to Mar 29, 2011",2772,https://cdn.myanimelist.net/images/anime/6/27707.jpg,https://myanimelist.net/anime/8241/Rio__Rainbow_Gate
4333,40075,Mr Love:Queen's Choice,6.12,"Sci-Fi, Mystery, Super Power, Romance","fter her father passed away, a young woman inherited his production company, Miracle Entertainment, along with its most successful program, ""Miracle Finder."" In recent years, however, the show has fallen off the radar and it is now mostly forgotten. In an attempt to save the show from being canceled, this young woman desperately tries to look for a unique topic to use as inspiration. She finds it in the form of ""Evol,"" a mysterious gene that has granted certain people special powers and is considered the next step in human evolution. But, as marvelous as this gene seems, its existence may lead to an unstoppable battle between humans for survival. However, as she becomes more entangled with the strange world of the ""Evolvers,"" her life is suddenly disturbed by the arrival of four men: the cheerful idol Kira; the neuroscientist and Loveland University professor, Simon; the stoic CEO of Loveland Financial Group and Miracle Entertainment's benefactor, Zen; and her high school upperclassman Haku, a former delinquent now working as a police officer. As strange incidents begin to plague the city, will she be able to find out the truth about the ""Evol"" or ""Black Swan,"" the organization behind numerous attacks from ""Evolvers"" and possibly connected to her father's death? What is her part to play in its plan, and how are the men around her connected to it all?",12,"Jul 16, 2020 to Oct 1, 2020",2772,https://cdn.myanimelist.net/images/anime/1623/111517.jpg,https://myanimelist.net/anime/40075/Koi_to_Producer__EVOL×LOVE
237,385,Gilgamesh,6.65,"Drama, Fantasy, Sci-Fi, Supernatural","The half-divine King of Uruk, Gilgamesh, was considered but a paltry legend... until his majestic tomb was discovered in the Middle East. This imperial crypt drew scientists from across the globe to the land, and with that came recognition of their fame. In a joint effort, they built Heaven's Gate in pursuit of advancing human knowledge. One day, a group of terrorists driven by greed attack Heaven's Gate, causing an explosion within the facility for archaeological excavation. The resulting phenomenon had much more impact than anyone could have imagined. More specifically, it triggered the birth of supernatural beings. In the midst of this mess, two siblings by the names of Kiyoko and Tatsuya encounter mysterious men with supernatural powers who, despite the scientific crisis around them, claim the ability to restore good to the world. Nevertheless, these seemingly heroic and all-powerful creatures act under the rule of factions. Are they here to save the world, or destroy it?",26,"Nov 2, 2003 to Mar 18, 2004",2776,https://cdn.myanimelist.net/images/anime/13/6640.jpg,https://myanimelist.net/anime/385/Gilgamesh
2868,26085,Military!,5.82,"Ecchi, Slice of Life, Comedy, Military, Seinen","The story takes place during a conflict between the Krakozhia Dukedom and the Grania Republic. In the midst of the fighting, a savior appears to the Krakozhia Dukedom, and it is a high school student named Yano Souhei. Two female soldiers, First Lieutenant Ruto and Second Lieutenant Haruka, appear in tanks to intrude on Souhei's everyday life, followed by the enemy soldier Shachirofu, all of whom use firearms without hesitation at his house. (Source: ANN)",12,"Jan 7, 2015 to Mar 25, 2015",2778,https://cdn.myanimelist.net/images/anime/4/68837.jpg,https://myanimelist.net/anime/26085/Military
210,335,Mythical Detective Loki Ragnarok,7.29,"Comedy, Magic, Mystery, Shounen, Supernatural","oki, the Norse god of mischief, has been exiled to the human world for what was apparently a bad joke. Along with being exiled, he's forced to take the form of a child. He's told the only way he can get back to the world of the gods is if he can collect auras of evil that take over human hearts, and so to do this he runs a detective agency. Loki is soon joined by a human girl named Mayura who is a maniac for mysteries, and she soon helps out in her own way. However, soon other Norse gods begin to appear, and most have the intent to assassinate Loki for reasons unclear. (Source: ANN)",26,"Apr 5, 2003 to Sep 27, 2003",2779,https://cdn.myanimelist.net/images/anime/13/75300.jpg,https://myanimelist.net/anime/335/Matantei_Loki_Ragnarok
3308,32555,Magic of Stella,6.87,"Game, Slice of Life, Comedy, School","Upon enrolling in high school, Tamaki Honda joins a club for making doujin games known as the SNS Club. Joined by programmer Shiina, writer Ayame, and composer Kayo, Tamaki begins working as an illustrator for the club's next game. (Source: Wikipedia)",12,"Oct 3, 2016 to Dec 19, 2016",2785,https://cdn.myanimelist.net/images/anime/3/81471.jpg,https://myanimelist.net/anime/32555/Stella_no_Mahou
4127,38390,Outburst Dreamer Boys,6.78,"Comedy, School","hen Mizuki Hijiri transferred to a new school, all she wanted was to live a normal school life, but that did not prove to be the case when she met the infamous Hero Club. All of its members are boys suffering from various types of chuunibyou—Yamato Noda is a righteous hero, using his athletic abilities to perform noble deeds and protect others; Kazuhiro Nakamura claims to be the reincarnation of ""Touga Ryushouin,"" the result of the forbidden union between a demon and an angel; Tomoki Takashima is a pretty-boy otaku whose one true love is the 2D anime girl Sora; and Rei Tsukumo plays the role of a schemer, covertly pulling the strings. Dragged along as the newest member of the Hero Club, tepid Hijiri can't obtain the normalcy that she desires. But even so, despite their various quirks, their bonds of friendship are real; Hijiri's life can only get more exciting when she joins in on their delusions of grandeur!",11,"Oct 4, 2019 to Dec 13, 2019",2785,https://cdn.myanimelist.net/images/anime/1715/111407.jpg,https://myanimelist.net/anime/38390/Chuubyou_Gekihatsu_Boy
1071,2970,Night Wizard,6.69,"Adventure, Fantasy, Magic, Shounen","Night Wizard. A term given to those whose mission is to protect the world from impending darkness. Renji Hiiragi is one such Night Wizard, who is constantly called on missions, even though all he wants is to be able to go to school and graduate. However, his latest order was to protect Elis Shiho, who is a new transfer student at his academy. Being dragged into the Astronomy Club by Renji's childhood friend, Kureha Akabane on her first day at school, Elis soon realises that she too, has the power to become a night wizard, after possessing one of seven secret Jewels, the Jewel of Kindness. Along with Renji and Kureha, Elis now begins her fight and her new life, as a Night Wizard (Source: ANN)",13,"Oct 3, 2007 to Dec 26, 2007",2786,https://cdn.myanimelist.net/images/anime/12/75604.jpg,https://myanimelist.net/anime/2970/Night_Wizard
3502,33983,Onihei,7.31,"Historical, Seinen","The blade arts of the ""Devil"" tasked with striking down evils threatening a peaceful Edo! Heizou Hasegawa, upholding the role of chief officer protecting against crime and arson! In 1783, the heart of the Tenmei era, Hasegawa held the office of chief director of the department charged with sustaining safety in the region, suppressing the most vile of thieves and criminals, an individual largely feared, renowned as Devil Heizou... (Source: MAL News)",13,"Jan 10, 2017 to Apr 4, 2017",2786,https://cdn.myanimelist.net/images/anime/2/83758.jpg,https://myanimelist.net/anime/33983/Onihei
1910,9441,Yume-iro Pâtissière SP Professional,7.6,"Slice of Life, Shoujo","Upon her return to Japan after a two year study break in Paris, Ichigo Amano is met with news of Team Ichigo's separation, as each of the Sweets Princes takes a different path toward their dream. Now in her first year of high school, Henri Lucas has a project in store for her, enlisting the help of Ichigo, Makoto Kashino, and new members Lemon Yamagishi and Johnny McBeal to give rise to a new Team Ichigo. As the four work together on this project, Ichigo and Makoto continue to grow closer, though Johnny and the unrelenting Miya Koshiro will not idly sit by; with Johnny's eye on Ichigo and Miya still after Makoto, it definitely seems like love won't come easily. With Ichigo's time at St. Marie Academy, she is now ever closer to her dream of starting her very own pâtisserie. However, she will soon realize that it takes more than just making delicious sweets to open up a shop.",13,"Oct 3, 2010 to Dec 26, 2010",2787,https://cdn.myanimelist.net/images/anime/2/27794.jpg,https://myanimelist.net/anime/9441/Yume-iro_Pâtissière_SP_Professional
1578,5914,Kanamemo,6.89,"Comedy, Ecchi, Shoujo Ai, Slice of Life","ddle schooler Kana Nakamachi's life drastically changes when her grandmother passes away. Leaving behind an empty house, Kana learns that no one can provide her lodging due to her young age. Eventually, she stumbles upon the Fuhshin Gazette, a local newspaper delivery business who is able to provide her with a place to stay if she works for them in return. The small store is staffed by several unique people: the sweets-loving Yume Kitaoka and her girlfriend Yuuki Minami; the frugal Hinata Azuma; the alcoholic Haruka Nishida; and the young but mature Saki Amano. It is not all fun and games at the Fuhshin Gazette, though, as Kana must deal with long working hours, energetic dogs guarding mailboxes, and confusing delivery routes. Add in a small rivalry with Mika Kujiin, a girl from a competing store, and Kana will have more than enough to keep her hands full!",13,"Jul 6, 2009 to Sep 28, 2009",2790,https://cdn.myanimelist.net/images/anime/6/52677.jpg,https://myanimelist.net/anime/5914/Kanamemo
1146,3298,Hatenkou Yugi,7.16,"Adventure, Comedy, Drama, Romance, Fantasy, Josei","""See the world"" With these words, Rahzel, the daughter of a rich family, is kicked out of her house and sent on her journey. Along the way she meets up with Heat and Alzeid, two men with very different personalities but very similar journeys. Rahzel is a clever, stubborn, and confident girl, who, with the powers of her magic and mind helps the people she runs into on her journey to discover the world.",10,"Jan 5, 2008 to Mar 8, 2008",2791,https://cdn.myanimelist.net/images/anime/7/19931.jpg,https://myanimelist.net/anime/3298/Hatenkou_Yuugi
510,1110,Mermaid Melody Pichi Pichi Pitch Pure,7.09,"Adventure, Music, Comedy, Magic, Romance, Shoujo","fter the final battle against Gaito, Sara had given her life to remain with him. The sea world is now at peace, but only with six mermaid princesses. While Caren, Noel, and Coco have returned to their kingdoms, it should be time for Lucia, Hanon, and Rina to do the same. After all, Mitsuki Tarou is leaving for Germany, and Doumoto Kaito is heading to Hawaii. Lucia is devestated, and when things couldn't get any worse, Kaito is lost at sea! Worst of all, a strange angel named Michel has appeared, wanting the mermaids to join him. But on the lighter side, Sara's spirit tells Lucia of Sara's successor, a young mermaid named Seira. The mermaids are in for another adventure!",39,"Apr 3, 2004 to Dec 25, 2004",2791,https://cdn.myanimelist.net/images/anime/11/9778.jpg,https://myanimelist.net/anime/1110/Mermaid_Melody_Pichi_Pichi_Pitch_Pure
2268,14237,Busou Shinki:Armored War Goddess,6.32,"Action, Sci-Fi, Slice of Life, Mecha","The slice-of-life battle story is set in a future that has neither World War III nor an alien invasion—just an ordinary future set after our current age. In this world, robots are part of everyday life, and they contribute in various aspects of society. ""Shinki"" are 15-centimeter-tall (about 6-inch-tall) cute partners made to assist humans. Equipped with intelligence and emotions, they devote themselves to serving their ""Masters."" These Shinki can even be equipped with weapons and armor to fight each other. Such Shinki are named ""Busou Shinki"" (literally, ""armed divine princesses""). In particular, the Shinki Ann (Arnval), Aines (Altines), and Lene (Altlene) serve a high school freshman named Masato. Things change when a new Shinki, the bellicose Strarf, joins them. (Source: ANN)",12,"Oct 5, 2012 to Dec 21, 2012",2795,https://cdn.myanimelist.net/images/anime/10/43155.jpg,https://myanimelist.net/anime/14237/Busou_Shinki
625,1543,Brighter Than the Dawning Blue,7.14,"Comedy, Romance, School, Sci-Fi","The moon and the earth are linked by a single contact point, ""Mitsuru ga Sakichau Ouren Rakuniushi"" where Tatsuya lives under the supervision of the Sphere Kingdom (Moon Kingdom)'s Princess Feena Fam Earthlight who is coming to stay at his home. (Source: ANN)",12,"Oct 5, 2006 to Dec 21, 2006",2797,https://cdn.myanimelist.net/images/anime/2/19794.jpg,https://myanimelist.net/anime/1543/Yoake_Mae_yori_Ruriiro_na__Crescent_Love
339,618,Ninja Scroll:The Series,6.7,"Adventure, Horror, Magic, Martial Arts, Samurai, Shounen, Supernatural","Fourteen years after defeating the immortal warrior Himuro Genma and thwarting the Shogun of the Dark's evil plans, Kibagami Jubei continues to roam all over Japan as a masterless swordsman. During his journey, he meets Shigure, a priestess who has never seen the world outside her village. But when a group of demons destroys the village and kills everyone, Jubei becomes a prime target after acquiring the Dragon Jewel—a stone with an unknown origin. Meanwhile, Shigure—along with the monk Dakuan and a young thief named Tsubute—travels to the village of Yagyu. And with two demon clans now hunting down Shigure, Dakuan must once again acquire the services of Jubei to protect the Priestess of Light. (Source: ANN)",13,"Apr 15, 2003 to Jul 15, 2003",2798,https://cdn.myanimelist.net/images/anime/1898/103439.jpg,https://myanimelist.net/anime/618/Juubee_Ninpuuchou__Ryuuhougyoku-hen
4421,40803,Hypnosis Mic: Division Rap Battle - Rhyme Anima,6.75,"Action, Sci-Fi, Music","In a world overtaken by war and conflict, ""Hypnosis Microphones""—devices through which a user channels lyrics that can affect the listener's brain and even cause physical damage—were introduced to the masses by the Party of Words. Revolutionizing warfare, Hypnosis Mics have transformed words and music into the sole weapons used by gangsters, terrorists, and the military, with physical weapons having been banned from use. As a result of swooping in during the chaos, the all-female Party of Words rules over the Japanese government. Women in Japan now live in Chuuouku, while men battle over surrounding territories outside the ward through rap battles. With intentions unknown, the Party of Words begins to gather the former members of the now-disbanded legendary rap crew The Dirty Dawg to fight not for territory or war, but for their respective crew's pride and honor in the greatest rap battle of all time. The first Division Rap Battle is about to commence, and practice isn't something these rappers are going to need.",13,"Oct 3, 2020 to Dec 26, 2020",2803,https://cdn.myanimelist.net/images/anime/1677/106540.jpg,https://myanimelist.net/anime/40803/Hypnosis_Mic__Division_Rap_Battle_-_Rhyme_Anima
498,1067,Kishin Houkou Demonbane (TV),6.58,"Action, Harem, Magic, Romance, Ecchi, Mecha","Kurou Daijuuji is a poor detective living in Arkham City. One day, he was requested by Ruri Hado of Hado Financial Group, to search for a magic book. While he initially refused, Ruri offered him a large sum of money upon completion of her request, in which bribed Kuro to accept. As Kurou searches for the book, he unexpectedly runs into Al, a pretty girl that is actually a powerful grimoire. They forge a contract with each other, bestowing Kuro with powerful magic. Soon afterwards, Al also activates Demonbane, a deus machina owned by the Hado Financial Group, to combat the mechanical menace from the Black Lodge. With this, the war between the Hado Financial Group and the Black Lodge begins.... (Source: ANN)",12,"May 19, 2006 to Aug 18, 2006",2808,https://cdn.myanimelist.net/images/anime/1/1067.jpg,https://myanimelist.net/anime/1067/Kishin_Houkou_Demonbane_TV
286,509,I My Me! Strawberry Eggs,6.81,"Comedy, Drama, Romance, School, Slice of Life","mawa Hibiki is a young man just out of college, with an education to be an athletics teacher. He's been having a hard time finding a job since he graduated, so all his money has gone towards living expenses. When his landlady demands his first payment to live in her living establishment upfront, he heads to the local middle school to get hired as a teacher. However, the principal refuses to hire him without hesitation. She will not hire men as teachers and makes it clear that she hates all men, saying they put no love into their passions and work. Amawa does not give up and with the help of his landlady, he crossdresses as a woman without a second thought, and gets hired, so he can earn money and also prove the principal wrong. Now, he has to keep his real gender a secret, and avoid strange situations, including the affections of his students (from both genders). (Source: ANN)",13,"Jul 4, 2001 to Sep 26, 2001",2808,https://cdn.myanimelist.net/images/anime/1414/93964.jpg,https://myanimelist.net/anime/509/I_My_Me_Strawberry_Eggs
1215,3615,Neo Angelique Abyss,6.85,"Comedy, Fantasy, Harem, Romance, Shoujo","hile the young Angelique lives out her days peacefully in her school, attacks from the monstrous Thanatos has been increasing everywhere else. Two Purifiers show up one day, men with the power to exterminate the Thanatos. One of them, Nyx, attempts to convince Angelique to join them in their work, as she has the power to be the only female Purifier. As Angelique hesitates, a Thanatos shows up in their school. Nyx and the other Purifier, Rayne, fight a losing battle. With her classmates falling prey to the Thanatos, and the Purifiers beaten to submission, Angelique's desire to save everyone awakens. She became the only female Purifier in their land of Arcadia, the one known as the ""Queen's Egg"".",13,"Apr 7, 2008 to Jun 30, 2008",2816,https://cdn.myanimelist.net/images/anime/3/20960.jpg,https://myanimelist.net/anime/3615/Neo_Angelique_Abyss
63,107,Jing:King of Bandits,7.23,"Adventure, Comedy, Fantasy, Sci-Fi, Shounen","Jing may appear to be a young boy, but his remarkable skills make him one of the most feared thieves on the planet. Along with his feathered partner Kir, Jing travels from town to town, stealing anything of value regardless of the amount of security. But when he's in a pinch, he has one more trick up his sleeve: Kir bonds with Jing's right arm to perform the effectively deadly ""Kir Royale"" attack. And because of all this, Jing is infamously known by many as the ""King of Bandits.""",13,"May 15, 2002 to Aug 14, 2002",2817,https://cdn.myanimelist.net/images/anime/1961/92115.jpg,https://myanimelist.net/anime/107/Ou_Dorobou_Jing
3473,33726,Saiyuki Reload Blast,7.22,"Action, Adventure, Comedy, Demons, Supernatural, Drama, Josei","last, the Sanzou Party has arrived in India. In this foreign land, where the anomaly's influence runs rampant, their battles only heighten in their violence. And also awaiting them is their tragic fate from 500 years ago— What will they find at the end of their long and treacherous journey?",12,"Jul 5, 2017 to Sep 20, 2017",2818,https://cdn.myanimelist.net/images/anime/11/86675.jpg,https://myanimelist.net/anime/33726/Saiyuuki_Reload_Blast
3082,30437,Wakakozake,6.64,"Seinen, Slice of Life","urasaki Wakako, who is 26 years old, loves going out alone to enjoy eating and drinking, especially when something unpleasant happens at work. This anime follows Wakako through many solitary outings, where she enjoys different combinations of food and drink! (Source: MangaHelpers, edited)",12,"Jul 5, 2015 to Sep 20, 2015",2820,https://cdn.myanimelist.net/images/anime/9/76018.jpg,https://myanimelist.net/anime/30437/Wakako-zake
631,1555,Tokimeki Memorial,7.07,"Comedy, Harem, Romance, School","oba Riku has just transferred to a new high school because of his father's job, and things aren't quite what he expected. The headmaster's secretary controls the school while espousing the virtues of academic freedom, the teachers are even stranger than normal teachers, and half the student body is walking around with animal ears on. On his very first day, Riku is unfortunate enough to find himself at the center of the student council's latest event, which has him running for his life. All this on top of the normal high school rigour of popularity contests, crushes, and homework makes it unsure whether Riku will be able to survive this new school. (Source: ANN)",25,"Oct 3, 2006 to Apr 3, 2007",2820,https://cdn.myanimelist.net/images/anime/12/21080.jpg,https://myanimelist.net/anime/1555/Tokimeki_Memorial__Only_Love
2303,15061,Aikatsu!,7.38,"Music, School, Shoujo, Slice of Life","dol's brilliance illuminates the dreams of humanity. Starlight Academy, a holy ground for celebrities in training, seeks to realize this belief. Behind its rigorous entrance requirements lie not only the top young stars in the entertainment business, but some of the best memories these students will ever have. Or so Aoi Kiriya believes. Alongside her best friend Ichigo, Aoi decides to apply for the prestigious private school in hopes of living up to the praise of the biggest idol in the world: Mizuki Kanzaki. As they journey through the numerous laughs, friendships, and heartbreaks that await them, can the two girls light up the lives of others as Mizuki has done for them? Whether it be chopping down Christmas trees, traversing obstacle courses, or even rock climbing, there's always a playful new adventure to be found in the world of Aikatsu! .",178,"Oct 8, 2012 to Mar 31, 2016",2824,https://cdn.myanimelist.net/images/anime/6/74783.jpg,https://myanimelist.net/anime/15061/Aikatsu
4578,42571,Dogeza de tanondemita,5.72,"Comedy, Ecchi, Fantasy","""Grovel enough, and you'll get what you want."" This is the motto that Suwaru Doge firmly stands by, believing that kneeling and begging will grant him the majestic view of a woman's naked body. After realizing the power of groveling in the dogeza stance, Doge wastes no time in exploiting it for lewd requests. Targeting the cutest and hottest girls in the school, he is one step closer to his goal of beholding their nude bodies, no matter what harm it may cause to his social standing.",12,"Oct 14, 2020 to Dec 30, 2020",2827,https://cdn.myanimelist.net/images/anime/1634/109387.jpg,https://myanimelist.net/anime/42571/Dogeza_de_Tanondemita
138,230,Air Master,7.02,"Action, Comedy, Martial Arts, Seinen","former gymnast, Aikawa Maki has turned her skills to a different way of life—street fighting. The only thing that truly makes her feel alive is violence. With amazing power and grace, she fights opponent after opponent, repeatedly demonstrating the gymnastic talent that earns her her nom de guerre, ""Airmaster.""",27,"Apr 2, 2003 to Oct 1, 2003",2829,https://cdn.myanimelist.net/images/anime/2/21019.jpg,https://myanimelist.net/anime/230/Air_Master
